Nom du produit,Marque,Résolution écran,Référence,Taille écran,Prix,Site web,Catégorie
MSI G24C4 E2 - Moniteur de Gaming Full HD - 165hz - 24 pouces,MSI,1920 x 1080,G24C4 E2,24 Inch,119,bol.com,MONITEUR
AOC 24G4XE - Moniteur de Gaming Full HD - 180 Hz - Ajustable - Enceintes - 24 pouces,AOC,1920 x 1080,24G4X,24 Inch,99,bol.com,MONITEUR
"86.4cm (34"") UltraWide Dual Quad HD 3440 x 1440 VA, 21:9, 300cd/m², 1.07B, 1ms, 178°/178°, 3000:1",MSI,3440 x 1440,MAG 345CQR,34 Inch,329,bol.com,MONITEUR
"68.6cm (27"") Full HD 1920 x 1080 VA, 16:9, 250cd/m², 16.7M, 1ms, 178°/178°, 3000:1",MSI,1920 x 1080,MAG 27C6F,27 Inch,139,bol.com,MONITEUR
"60.5cm (23.8"") Full HD 1920 x 1080 IPS, 16:9, 300cd/m², 16.7M, 1ms, 178°/178°, 1000:1",MSI,1920 x 1080,G244F E2,24 Inch,129,bol.com,MONITEUR
"68.6cm (27"") Wide Quad HD 2560 x 1440 IPS, 16:9, 300cd/m², 1.07B, 178°/178°, 1200:1",MSI,2560 x 1440,G272QPF E2,27 Inch,189,bol.com,MONITEUR
"Samsung G Series C34G55TWWU 86,4 cm (34"") 3440 x 1440 pixels UltraWide Quad HD LCD Noir",Samsung,3440 x 1440,LC34G55TWWPXEN,34 Inch,289,bol.com,MONITEUR
"LG Smart 27SR50F-W.AEU, 68,6 cm (27""), 1920 x 1080 pixels, Full HD, LED, 14 ms, Blanc",LG,1920 x 1080,27SR50F-W.AEK,27 Inch,199,bol.com,MONITEUR
"LG 24MR400-B.AEUQ, 60,5 cm (23.8""), 1920 x 1080 pixels, Full HD, LED, 5 ms, Noir",LG,1920 x 1080,24MR400-B.AEUQ,24 Inch,93,bol.com,MONITEUR
"ASUS ZenScreen MB166C 39,6 cm (15.6"") 1920 x 1080 pixels Full HD LED Noir",ASUS,1920 x 1080,MB166C,15.6 Inch,149,bol.com,MONITEUR
"68.6cm (27"") Full HD 1920 x 1080, 16:9, 300cd/m², 16.78M, 1ms, 178°/178°, 1000:1",MSI,1920 x 1080,G2712F,27 Inch,149,bol.com,MONITEUR
"68.6cm (27"") Full HD 1920 x 1080 VA, 16:9, 250cd/m², 1.07B, 1ms, 178°/178°, 3000:1",MSI,1920 x 1080,MAG 27C6X,27 Inch,189,bol.com,MONITEUR
"LG 27US500-W écran d'ordinateur 68 cm (27"") 3840 x 2160 pixels 4K Ultra HD LCD Wit",LG,3860 x 2160,27US500-W.AEU,27 Inch,246,bol.com,MONITEUR
MSI MAG 27CQ6F - Moniteur de Gaming incurvé WQHD - 180 Hz - 27 pouces,MSI,2560 x 1440,MAG 27CQ6F,27 Inch,189,bol.com,MONITEUR
LG UltraGear 27GS85Q-B - Moniteur de Gaming QHD - 180 Hz - Nano IPS - 27 pouces,LG,2560 x 1440,27GS85Q-B,27 Inch,264,bol.com,MONITEUR
"28"" IPS, 4K UHD (3840 x 2160), 300 cd/㎡, HDR 400, FreeSync Premium Pro, 144 Hz, Display Port, HDMI, Tizen",Samsung,3840 x 2160,LS28BG700EPXEN,28 Inch,388,bol.com,MONITEUR
Monitor 24E1N1100A Moniteur LCD Full HD,Philips,1920 x 1080,24E1N1100A/00,24 Inch,89,bol.com,MONITEUR
"24"", 250 cd/㎡, 1000:1, 16:09, IPS, 178°/178°, 100Hz, 539.9 x 518.9 x 219.7 mm, 4.8 kg",Samsung,1920 x 1080,LS24C432GAUXEN,24 Inch,119,bol.com,MONITEUR
Samsung Smart M5 LS27DM502EUXEN - Full HD - Dalle VA - 27 pouces,Samsung,1920 x 1080,LS27DM502EUXEN,27 Inch,196,bol.com,MONITEUR
"MSI Pro MP341CQ 86,4 cm (34"") 3440 x 1440 pixels UltraWide Quad HD Noir",MSI,3440 x 1440,PRO MP341CQ,34 Inch,295,bol.com,MONITEUR
MSI G32CQ5P - Moniteur de Gaming incurvé QHD - 170 Hz - 32 pouces,MSI,2560 x 1440,G32CQ5P,32 Inch,295,bol.com,MONITEUR
"MSI G32CQ4 E2 écran plat de PC 80 cm (31.5"") 2560 x 1440 pixels Wide Quad HD LCD Noir",MSI,2560 x 1440,G32CQ4 E2,32 Inch,249,bol.com,MONITEUR
"Moniteur portable Denver 15,6 pouces - Full HD - Écran IPS - Moniteur de Gaming portable - HDMI - USB-C - PMO15601",Denver,1920 x 1080,110180100000,15.6 Inch,107,bol.com,MONITEUR
"MSI Pro MP2412 écran d'ordinateur 60,5 cm (23.8"") 1920 x 1080 pixels Full HD Zwart",MSI,1920 x 1080,Pro MP2412,24 Inch,94,bol.com,MONITEUR
"LG 27MR400-B.AEUQ, 68,6 cm (27""), 1920 x 1080 pixels, Full HD, LED, 1 ms, Noir",LG,1920 x 1080,27MR400-B.AEUQ,27 Inch,104,bol.com,MONITEUR
LG 34WR55QK-B - Moniteur ultra-large incurvé QHD - USB-C - 34 pouces,LG,3440 x 1440,34WR55QK-B,34 Inch,349,bol.com,MONITEUR
"Samsung Odyssey S27CG552EU, 68,6 cm (27""), 2560 x 1440 pixels, Dual WQHD, LED, 1 ms, Noir",Samsung,2560 x 1440,LS27CG552EUXEN,27 Inch,179,bol.com,MONITEUR
Samsung LS24D366GAUXEN - Moniteur incurvé Full HD - 100hz - 24 pouces,Samsung,1920 x 1080,LS24D366GAUXEN,24 Inch,122,bol.com,MONITEUR
Samsung LS27D366GAUXEN - Moniteur Full HD incurvé - 100hz - 27 pouces,Samsung,1920 x 1080,LS27D366GAUXEN,27 Inch,145,bol.com,MONITEUR
"Moniteur CHiQ 24 pouces, Full HD (1920x1080), moniteur ultra fin, 3 côtés sans bordure, IPS, 99% sRGB, écran PC, AMD FreeSync, interface HDMI et VGA, DP, 75 Hz, VA",chiq,1920 x 1080,24F650,24 Inch,104,bol.com,MONITEUR
RAIDER - Moniteur de Gaming Full HD 240 Hz - FreeSync/G-Sync - 25 pouces,Raider,1920 x 1080,8720955460200,25 Inch,99,bol.com,MONITEUR
"Farfi - Écran portable 11,6 pouces - Plug & Play - Moniteur portable - Écran portable pour ordinateur portable",Lanu,1920 x 1080,LN156,15.6 Inch,129,bol.com,MONITEUR
"Moniteur portable Arzopa – Béquille A1 – Moniteur portable USB-C – 15,6 pouces – 2024",Arzopa,1920 x 1080,A1 Kickstand,15.6 Inch,119,bol.com,MONITEUR
AOC G4 Q27G4XF - Moniteur de Gaming QHD IPS - 180 Hz - Ajustable - 27 pouces,AOC,2560 x 1440,Q27G4XF,27 Inch,169,bol.com,MONITEUR
"ASUS VA24EHF, 60,5 cm (23.8""), 1920 x 1080 pixels, Full HD, LCD, 1 ms, Noir",ASUS,1920 x 1080,90LM0560-B04170,23.8 Inch,95,bol.com,MONITEUR
LG UltraGear 32GS95UV-B - Moniteur de Gaming QHD OLED - 240hz - 480hz - 32 pouces,LG,3840 x 2160,32GS95UV-B.AEU,32 Inch,1147,bol.com,MONITEUR
Samsung Odyssey G8 G85SD - Moniteur de Gaming OLED Ultra WQHD - 175 Hz - 34 pouces,Samsung,3440 x 1440,LS34DG850SUXEN,34 Inch,841,bol.com,MONITEUR
MSI MAG 271QPX QD-OLED E2 - Moniteur de Gaming WQHD - 27 pouces - 240 Hz - USB-C - DisplayHDR True Black 400,MSI,2560 x 1440,MAG 271QPX QD-OLED E2,27 Inch,687,bol.com,MONITEUR
Samsung Odyssey OLED G8 G80SD - Moniteur de Gaming Smart 4K QD-OLED - Tizen - Wi-Fi - Antireflet - 240hz - 32 pouces,Samsung,3860 x 2160,LS32DG802SUXEN,32 Inch,999,bol.com,MONITEUR
LG UltraGear 27GS95QE-B - Moniteur OLED - 26.5'' OLED - 16:9 - 3440 x 1440 QHD - 240 Hz - 0.03 ms - 250 cd/m² - 1500000:1 - Éclairage Hexagonal RGB - Zwart,LG,2560 x 1440,27GS95QE-B.AEU,27 Inch,699,bol.com,MONITEUR
ASUS ROG Swift OLED PG27UCDM - Moniteur de Gaming 4K QD-OLED - DP2.1 - 240 Hz - 27 pouces,ASUS,3840 x 2160,90LM0B30-B01971,27 Inch,1199,bol.com,MONITEUR
MSI MAG 274QRF QD E2 - Moniteur Gaming WQHD - Rapid IPS - Quantum Dot - Écran HDR400 - USB C 65W - 180Hz - 27 pouces,MSI,2560 x 1440,MAG 274QRF QD E2,27 Inch,269,bol.com,MONITEUR
LG UltraGear 27GS50F-B - Moniteur de Gaming Full HD - 180 Hz - 27 pouces,LG,1980 x 1080,27GS50F,27 Inch,166,bol.com,MONITEUR
"Farfi - Écran Extra pour ordinateur portable 14,1 pouces - Plug & Play - Moniteur portable - Écran portable pour ordinateur portable - Souris sans fil gratuite",Lanu,1920 x 1080,14.1,14.1 Inch,199,bol.com,MONITEUR
"Samsung LS27C432GAUXEN, 68,6 cm (27""), 1920 x 1080 pixels, Full HD, 4 ms, Noir",Samsung,1920 x 1080,LS27C432GAUXEN,27 Inch,149,bol.com,MONITEUR
MSI MAG 341CQP QD-OLED - Moniteur de Gaming UWQHD - 175hz - 34 pouces - USB-C,MSI,3440 x 1440,MAG 341CQP QD-OLED,34 Inch,799,bol.com,MONITEUR
Samsung Smart M5 LS32DM502EUXEN - Full HD - Dalle VA - 32 pouces,Samsung,3840 x 2160,LS32DM702UUXEN,32 Inch,346,bol.com,MONITEUR
"AOC C27G4ZXE - Moniteur de Gaming Full HD - 0,3 ms - 280hz",AOC,1920 x 1080,C27G4ZXE,27 Inch,159,bol.com,MONITEUR
"LG 27GR83Q-B, 68,6 cm (27""), 2560 x 1440 pixels, 2K Ultra HD, LED, 1 ms, Noir",LG,2560 x 1440,27GR83Q-B.AEU,27 Inch,369,bol.com,MONITEUR
AOC C27G4ZXU - Moniteur incurvé Full HD - Enceintes - Hub USB - Ergonomique - 280hz - 0.3ms - 27 pouces,AOC,1920 x 1080,C27G4ZXU,27 Inch,189,bol.com,MONITEUR
Samsung Odyssey G3 G30D - Moniteur de Gaming Full HD - 180 Hz - 24 pouces,Samsung,1920 x 1080,LS24DG302EUXEN,24 Inch,117,bol.com,MONITEUR
"Odyssey G5 32"" G55C - Noir - QHD - Écran PC Gaming",Samsung,2560 x 1440,LS32CG552EUXEN,32 Inch,259,bol.com,MONITEUR
LG UltraGear 27GS75Q-B - Moniteur de Gaming QHD - 180 Hz - 27 pouces,LG,2560 x 1440,27GS75Q-B.AEU,27 Inch,221,bol.com,MONITEUR
Moniteur BenQ Full HD GW2490 - 100 Hz - IPS - 1920x1080p - EyeCare - 24 pouces,BenQ,1920 x 1080,9H.LLSLJ.LBE,23.8 Inch,89,bol.com,MONITEUR
Samsung Odyssey G5 LS27DG502EUXEN - QHD - 1 ms - 180 Hz - 27 pouces,Samsung,2560 x 1440,LS27DG502SUXEN,27 Inch,199,bol.com,MONITEUR
"LG MyView 32SR83U-W - Moniteur LED- Smart - 32"" (31.5"" visible) - 3840 x 2160 4K - IPS - 400 cdm² - 1000:1 - HDR10 - 5 ms - 2xHDMI, USB-C - haut-parleurs - Wit",LG,3840 x 2160,32SR83U-W.AEU,32 Inch,449,bol.com,MONITEUR
"MSI Pro MP161 E2 - Moniteur USB-C portable - Full HD - 15,6 pouces",MSI,1920 x 1080,PRO MP161 E2,15.6 Inch,153,bol.com,MONITEUR
"Lanu - Triple moniteur portable Full HD - 2 x 13,3 pouces IPS - Plug & Play - Écran Extra pour ordinateur portable - Écran supplémentaire portable pour ordinateur portable",Lanu,1920 x 1080,#2306,13.3 Inch,299,bol.com,MONITEUR
Nomadius® Portable Monitor + Sleeve - 13 Inch 2K - Ultra léger et fin - Moniteur portable pour ordinateur portable avec Kick-Stand intégré - USB-C & HDMI - écran supplémentaire pour ordinateur portable - Plug & Play,Nomadius,2160 x 1350,n.v.t.,13 Inch,199,bol.com,MONITEUR
"Samsung Odyssey G6 LS27DG602SUXEN - QHD - OLED - 0,03 ms - 360 Hz - 27 pouces",Samsung,2560 x 1440,LS27DG602EUXEN,27 Inch,629,bol.com,MONITEUR
"MSI MAG401QR, 101,6 cm (40""), 3440 x 1440 pixels, UltraWide Quad HD, Zwart",MSI,3440 x 1440,MAG 401QR,40 Inch,427,bol.com,MONITEUR
"Moniteur portable Horivue® Full HD avec Enceintes 15,6 pouces - Moniteur portable pour ordinateur portable - Écran de Gaming IPS - USB-C et HDMI - 1080P",Sans marque,1920 x 1080,1,15.6 Inch,135,bol.com,MONITEUR
"Screen size (inch) 23.8, Panel resolution 1920x1080, Refresh rate 180 Hz, Response time MPRT 0.5 ms, Panel type IPS, HDMI HDMI 2.0 x 2, Display Port DisplayPort 1.4 x 1, Sync technology (VRR) G-SYNC Compatible + Adaptive Sync",AOC,1920 x 1080,24G4X,24 Inch,149,bol.com,MONITEUR
"Moniteur LED sans cadre TuTu 24S1 24 pouces 75 Hz HDMI, VGA, sortie Audio avec câble HDMI",Tutu,1920 x 1080,24S1,24 Inch,78,bol.com,MONITEUR
"LG 29WP500-B 73,7 cm (29"") 2560 x 1080 pixels Full HD Ultra large LED Noir",LG,2560 x 1080,29WP500-B,29 Inch,199,bol.com,MONITEUR
"ASUS VA27EHF, 68,6 cm (27""), 1920 x 1080 pixels, Full HD, LCD, 1 ms, Noir",ASUS,1920 x 1080,90LM0550-B04170,27 Inch,119,bol.com,MONITEUR
275E1S Moniteur LCD,Philips,2560 x 1440,275E1S/00,27 Inch,142,bol.com,MONITEUR
Curved Business Monitor 49B2U5900CH Moniteur incurvé SuperWide 32:9 avec USB-C,Philips,5120 x 1440,49B2U5900CH/00,49 Inch,984,bol.com,MONITEUR
"Samsung Odyssey S57CG952NU, 144,8 cm (57""), 7680 x 2160 pixels, LED, 1 ms, Noir, Blanc",Samsung,5120 x 2160,LS57CG952NUXEN,57 Inch,1897,bol.com,MONITEUR
"LG 27GR93U-B, 68,6 cm (27""), 3840 x 2160 pixels, 4K Ultra HD, 1 ms, Noir",LG,3860 x 2160,27GR93U-B,27 Inch,499,bol.com,MONITEUR
ASUS XG27ACS - Moniteur de Gaming QHD IPS - 180hz - USB-C 15w - Compatible G-Sync - 27 pouces,ASUS,2560 x 1440,XG27ACS,27 Inch,349,bol.com,MONITEUR
Monitor 27E1N1300AE Écran LCD Full HD,Philips,1920 x 1080,27E1N1300AE/00,27 Inch,159,bol.com,MONITEUR
LG 34GS95QE-B - Moniteur OLED -34 pouces - 3440 x 1440 pixels - Wide Quad HD - noir,LG,3440 x 1440,34GS95QE-B,34 Inch,927,bol.com,MONITEUR
Samsung LS24D600UAUXEN - Moniteur QHD IPS - USB-C 90w - Switch KVM - 24 pouces,Samsung,2560 x 1440,LS24D600UAUXEN,24 Inch,172,bol.com,MONITEUR
Écran FHD E27 G5 HP,HP,1920 x 1080,6N4E2AA#ABB,27 Inch,175,bol.com,MONITEUR
"ASUS ROG Swift OLED PG27AQDM, 67,3 cm (26.5""), 2560 x 1440 pixels, Wide Quad HD, OLED, 0,03 ms, Noir",ASUS,2560 x 1440,PG27AQDM,27 Inch,829,bol.com,MONITEUR
Samsung Odyssey OLED G9 LS49DG912SUXEN - Moniteur Dual QHD - 144 Hz - 49 pouces,Samsung,5120 x 1440,LS49DG912SUXEN,49 Inch,981,bol.com,MONITEUR
"Pora&Co - Moniteur de jeu portable IPS - Écran tactile - Écran 15,6 pouces - HDMI & USB-C - Full HD - Écran d'ordinateur - Moniteur portable",Pora&co,1920 x 1020,12345ASDF,15.6 Inch,134,bol.com,MONITEUR
"iiyama G-MASTER GCB3480WQSU-B1, 86,4 cm (34""), 3440 x 1440 pixels, UltraWide Quad HD, LCD, 0,4 ms, Noir",Iiyama,3440 x 1440,GCB3480WQSU-B1,34 Inch,299,bol.com,MONITEUR
"Philips 5000 series 34E1C5600HE/00 LED display 86,4 cm (34"") 3440 x 1440 pixels 4K Ultra HD Noir",Philips,3440 x 1440,34E1C5600HE/00,34 Inch,405,bol.com,MONITEUR
"Screen size (inch) 34, Panel resolution 3440x1440, Refresh rate 180 Hz, Response time MPRT 1 ms, Panel type VA, HDMI HDMI 2.0 x 2, Display Port DisplayPort 1.4 x 2, Sync technology (VRR) Adaptive Sync",AOC,3440 x 1440,CU34G2XP/BK,34 Inch,349,bol.com,MONITEUR
"Moniteur gaming Full HD, Evnia 3000",Philips,1920 x 1080,25M2N3200W/00,24.5 Inch,179,bol.com,MONITEUR
Moniteur portable 14 pouces Tri Screen USB-C - Plug & Play - Extension d'écran d'ordinateur portable,Office Goods Online,1920 x 1080,8720892555502,14.1 Inch,299,bol.com,MONITEUR
"K&G Portable Monitor Pro 2024 - Full HD - Tri-écran 15,6"" / 18,1"" - Extension d'écran pour ordinateur portable - Étui de protection et Câbles inclus - Zwart",K&G Goods,1920 x 1080,S9,15.6 Inch,369,bol.com,MONITEUR
"Moniteur portable Horivue® Full HD avec Enceintes 15,6 pouces - Écran tactile - Moniteur portable pour ordinateur portable - Écran de Gaming IPS - USB-C et HDMI - 1080P",Sans marque,1920 x 1080,1,15.6 Inch,159,bol.com,MONITEUR
"Philips Momentum 27M1C3200VL/00 écran plat de PC 68,6 cm (27"") 1920 x 1080 pixels Full HD LCD Noir",Philips,1920 x 1080,27M1C3200VL,27 Inch,169,bol.com,MONITEUR
"Moniteur portable S6 Tri-screen 15,6 pouces - Léger et Extra fin - Moniteur portable pour ordinateur portable - USB-C et HDMI - Écran d'ordinateur portable Extra - Écran Icd - Extension d'écran d'ordinateur portable portable - Plug & Play",Office Goods Online,1920 x 1080,6151016995966,15.6 Inch,429,bol.com,MONITEUR
"ASUS TUF Gaming VG34VQL3A, 86,4 cm (34""), 3440 x 1440 pixels, UltraWide Quad HD, LCD, 1 ms, Noir",ASUS,3440 x 1440,90LM06F0-B02E70,34 Inch,399,bol.com,MONITEUR
"Screen size (inch) 34, Panel resolution 3440x1440, Refresh rate 144 Hz, Response time MPRT 1 ms, Panel type VA, HDMI HDMI 2.0 x 1, Display Port DisplayPort 1.4 x 1, Sync technology (VRR) Adaptive Sync",AOC,3440 x 1440,CU34G2XE/BK,34 Inch,270,bol.com,MONITEUR
Asus90LM08S5-B01A70,ASUS,1920 x 1080,MB229CF,22 Inch,329,bol.com,MONITEUR
"ASUS ZenScreen MB166CR 39,6 cm (16:9) F",ASUS,1920 x 1020,90LM07D3-B03170,15.6 Inch,179,bol.com,MONITEUR
iiyama ProLite XU2493HS-B6 - 24 pouces - IPS - Full HD,Iiyama,1920 x 1080,XU2493HS-B6,24 Inch,99,bol.com,MONITEUR
"LG 32MR50C-B, 80 cm (31.5""), 1920 x 1080 pixels, Full HD, LCD, 5 ms, Noir",LG,1920 x 1080,32MR50C-B,32 Inch,171,bol.com,MONITEUR
LG UltraGear 45GS95QE-B - Moniteur de Gaming incurvé ultra-large OLED - 240 Hz - 45 pouces,LG,3440 x 1440,45GS95QE-B,45 Inch,1157,bol.com,MONITEUR
Curved Gaming Monitor 32M1C5200W Moniteur gaming Full HD,Philips,1920 x 1080,32M1C5200W,32 Inch,229,bol.com,MONITEUR
"AOC G2 C27G2ZE/BK écran plat de PC 68,6 cm (27"") 1920 x 1080 pixels Full HD LED Noir, Rouge",AOC,1920 x 1080,C27G2ZE,27 Inch,206,bol.com,MONITEUR
"iiyama ProLite XCB3494WQSN-B5, 86,4 cm (34""), 3440 x 1440 pixels, UltraWide Quad HD, 0,4 ms, Noir",Iiyama,3440 x 1440,XCB3494WQSN-B5,34 Inch,379,bol.com,MONITEUR
"Moniteur LCD V-line 24 (diag. 60,5 cm / 23,8"")",Philips,1920 x 1080,241V8LAB/00,23.8 Inch,79,bol.com,MONITEUR
LG UltraGear 24GS60F - Moniteur de Gaming Full HD IPS - 180hz - sRGB 99% - 24 pouces,LG,1920 x 1080,24GS60F,24 Inch,149,bol.com,MONITEUR
LG 34WQ500-B - Full HD - UltraWide - IPS - 100 Hz - 34 pouces,LG,2560 x 1080,34WQ500-B.AEU,34 Inch,248,bol.com,MONITEUR
,,,,,,bol.com,MONITEUR
ASUS Compatible Gaming,ASUS,3840 x 2160,90LM09S0-B01170,27 Inch,368,bol.com,MONITEUR
"Screen size (inch) 23.8, Panel resolution 1920x1080, Refresh rate 100 Hz, Response time MPRT 1 ms, Panel type IPS, USB-C connectivity USB-C (DP Alt mode) x 1, HDMI HDMI 1.4 x 1, D-SUB (VGA) 0x, DVI 0x, Sync technology (VRR) Adaptive Sync",AOC,1920 x 1080,24B3CA2,24 Inch,129,bol.com,MONITEUR
"Samsung LF24T450FQU écran plat de PC 61 cm (24"") 1920 x 1080 pixels Full HD Noir",Samsung,1920 x 1020,LF24T450FQRXEN,24 Inch,111,bol.com,MONITEUR
Iiyama LED _ _ _,Iiyama,1920 x 1080,XUB2493HSU-B6,24 Inch,129,bol.com,MONITEUR
"Philips 1000 series 27E1N1900AE/00 Écran LED 68 cm (27"") 3840 x 2160 pixels 4K Ultra HD LCD Zwart",Philips,3840 x 2160,27E1N1900AE/00,27 Inch,249,bol.com,MONITEUR
"CHiQ 22F650, moniteur 22 pouces, moniteur PC FHD (1920x1080), 100 Hz+FreeSync, ultra fin, HDMI, VGA, montable VESA, nouveau 2024",chiq,1920 x 1080,22F650,22 Inch,89,bol.com,MONITEUR
Samsung LS27D706EAUXEN - Moniteur 4K IPS 60 Hz - 27 pouces,Samsung,3840 x 2160,LS27D706EAUXEN,27 Inch,220,bol.com,MONITEUR
Moniteur de Gaming RAIDER Pro - FreeSync/G-Sync - 120 Hz - IPS - 27 pouces,Raider,1920 x 1080,8720955460217,27 Inch,129,bol.com,MONITEUR
iiyama G- Master G2745HSU-B2 Black Hawk - 27 pouces - Full HD - IPS - 100 Hz,Iiyama,1920 x 1080,G2745HSU-B2,27 Inch,129,bol.com,MONITEUR
"Gabrys® le nouvel écran portable - grand écran - écran HDMI - moniteur portable - écran - 10,1 pouces - 1024x600 - voiture - camion - moniteur portable - écran portable - moniteur pour caméra de sécurité - mini TV",Gabrys,1024 x 768,00,10.1 Inch,79,bol.com,MONITEUR
"Screen size (inch) 27, Panel resolution 1920x1080, Refresh rate 180 Hz, Response time MPRT 0.5 ms, Panel type IPS, HDMI HDMI 2.0 x 2, Display Port DisplayPort 1.4 x 1, Sync technology (VRR) G-SYNC Compatible + Adaptive Sync",AOC,1920 x 1080,27G4XE,27 Inch,129,bol.com,MONITEUR
"iiyama ProLite XUB2493HS-B6 - Moniteur LCD - 24"" - Full HD - IPS",Iiyama,1920 x 1080,XUB2493HS-B6,24 Inch,129,bol.com,MONITEUR
"Screen size (inch) 27, Panel resolution 1920x1080, Refresh rate 165 Hz, Response time MPRT 1 ms, Panel type VA, HDMI HDMI 2.0 x 2, Display Port DisplayPort 1.2 x 1, D-SUB (VGA) 1x, Sync technology (VRR) Adaptive Sync",AOC,1920 x 1080,C27G2E/BK,27 Inch,169,bol.com,MONITEUR
"Samsung ViewFinity S5 S50GC 86,4 cm (34"") 3440 x 1440 pixels UltraWide Quad HD LED Noir",Samsung,3440 x 1440,LS34C500GAUXEN,34 Inch,239,bol.com,MONITEUR
"Samsung S24C332GAU, 61 cm (24""), 1920 x 1080 pixels, Full HD, LED, 4 ms, Noir",Samsung,1920 x 1080,LS24C332GAUXEN,24 Inch,99,bol.com,MONITEUR
BenQ - Moniteur 4K PD2705U - Ultra HD - sRGB - Rec. 709 - HDR10 - AQCOLOR - USB-C - 27inch,BenQ,3840 x 2160,9H.LKDLA.TBE,27 Inch,380,bol.com,MONITEUR
"Lenovo L15 39,6 cm (15.6"") 1920 x 1080 pixels Full HD LED Noir, Gris",Lenovo,1920 x 1080,66E4UAC1WL,15.6 Inch,195,bol.com,MONITEUR
Samsung Viewfinity LS27D800UAUXEN - Moniteur 4K IPS USB-C - 90w - RJ45 - 100hz - 27 pouces,Samsung,3860 x 2160,LS27D800UAUXEN,27 Inch,330,bol.com,MONITEUR
